Date,Open,High,Low,Close,Adj Close,Volume
2016-03-15,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-03-16,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-03-17,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-03-18,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-03-22,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-03-23,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-03-28,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-03-29,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-03-30,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-03-31,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-04-01,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-04-04,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-04-05,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-04-06,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-04-07,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-04-08,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-04-11,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-04-12,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-04-13,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-04-14,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-04-15,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-04-18,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-04-19,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-04-20,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-04-21,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-04-22,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-04-25,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-04-26,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-04-27,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-04-28,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-04-29,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-05-02,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-05-03,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-05-04,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-05-05,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-05-06,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-05-09,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-05-10,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-05-11,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-05-12,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-05-13,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-05-16,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-05-17,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-05-18,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-05-19,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-05-20,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-05-23,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-05-24,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-05-25,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-05-26,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-05-27,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-05-30,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-05-31,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-06-01,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-06-02,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-06-03,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-06-06,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-06-07,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-06-08,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-06-09,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-06-10,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-06-13,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-06-14,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-06-15,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-06-16,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-06-17,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-06-20,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-06-21,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-06-22,985.849976,985.849976,985.849976,985.849976,985.849976,0
2016-06-23,1080.469971,1080.469971,1080.469971,1080.469971,1080.469971,9300
2016-06-24,1043.430054,1043.430054,1043.430054,1043.430054,1043.430054,9300
2016-06-27,1043.430054,1043.430054,1043.430054,1043.430054,1043.430054,0
2016-06-28,1043.430054,1043.430054,1043.430054,1043.430054,1043.430054,0
2016-06-29,1043.430054,1043.430054,1043.430054,1043.430054,1043.430054,0
2016-06-30,1043.430054,1043.430054,1043.430054,1043.430054,1043.430054,0
2016-07-01,1043.430054,1043.430054,1043.430054,1043.430054,1043.430054,0
2016-07-04,1043.430054,1043.430054,1043.430054,1043.430054,1043.430054,0
2016-07-05,1043.430054,1043.430054,1043.430054,1043.430054,1043.430054,0
2016-07-06,1043.430054,1043.430054,1043.430054,1043.430054,1043.430054,0
2016-07-07,1043.430054,1043.430054,1043.430054,1043.430054,1043.430054,0
2016-07-08,1043.430054,1043.430054,1043.430054,1043.430054,1043.430054,0
2016-07-11,1043.430054,1043.430054,1043.430054,1043.430054,1043.430054,0
2016-07-12,1051.709961,1051.709961,1051.709961,1051.709961,1051.709961,32431
2016-07-13,1051.709961,1051.709961,1051.709961,1051.709961,1051.709961,0
2016-07-14,1051.709961,1051.709961,1051.709961,1051.709961,1051.709961,0
2016-07-15,1051.709961,1051.709961,1051.709961,1051.709961,1051.709961,0
2016-07-18,1051.709961,1051.709961,1051.709961,1051.709961,1051.709961,0
2016-07-19,1051.709961,1051.709961,1051.709961,1051.709961,1051.709961,0
2016-07-20,1051.709961,1051.709961,1051.709961,1051.709961,1051.709961,0
2016-07-21,1051.709961,1051.709961,1051.709961,1051.709961,1051.709961,0
2016-07-22,1051.709961,1051.709961,1051.709961,1051.709961,1051.709961,0
2016-07-25,1051.709961,1051.709961,1051.709961,1051.709961,1051.709961,0
2016-07-26,1051.709961,1051.709961,1051.709961,1051.709961,1051.709961,0
2016-07-27,1051.709961,1051.709961,1051.709961,1051.709961,1051.709961,0
2016-07-28,1051.709961,1051.709961,1051.709961,1051.709961,1051.709961,0
2016-07-29,1051.709961,1051.709961,1051.709961,1051.709961,1051.709961,0
2016-08-01,1051.709961,1051.709961,1051.709961,1051.709961,1051.709961,0
2016-08-02,1087.540039,1088.069946,1087.540039,1088.069946,1088.069946,32431
2016-08-03,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-08-04,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-08-05,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-08-08,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-08-09,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-08-10,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-08-11,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-08-12,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-08-15,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-08-16,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-08-17,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-08-18,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-08-19,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-08-22,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-08-23,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-08-24,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-08-25,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-08-26,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-08-29,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-08-30,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-08-31,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-09-01,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-09-02,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-09-05,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-09-06,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-09-07,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-09-08,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-09-09,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-09-12,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-09-13,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-09-14,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-09-15,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-09-19,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-09-20,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-09-21,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-09-22,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-09-23,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-09-26,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-09-27,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-09-28,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-09-29,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-09-30,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-10-03,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-10-04,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-10-05,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-10-06,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-10-07,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-10-10,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-10-11,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-10-12,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-10-13,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-10-14,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-10-17,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-10-18,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-10-19,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-10-20,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-10-21,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-10-24,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-10-25,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-10-26,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-10-27,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-10-28,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-10-31,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-11-01,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-11-03,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-11-04,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-11-07,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-11-08,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-11-09,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-11-10,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-11-11,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-11-14,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-11-15,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-11-16,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-11-17,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-11-18,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-11-22,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-11-23,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-11-24,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-11-25,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-11-28,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-11-29,1088.069946,1088.069946,1088.069946,1088.069946,1088.069946,0
2016-11-30,1506.5,1506.5,1506.5,1506.5,1506.5,993
2016-12-01,1506.5,1506.5,1506.5,1506.5,1506.5,0
2016-12-02,1506.5,1506.5,1506.5,1506.5,1506.5,0
2016-12-05,1506.5,1506.5,1506.5,1506.5,1506.5,0
2016-12-06,1506.5,1506.5,1506.5,1506.5,1506.5,0
2016-12-07,1506.5,1506.5,1506.5,1506.5,1506.5,0
2016-12-08,1663.0,1663.0,1663.0,1663.0,1663.0,993
2016-12-09,1663.0,1663.0,1663.0,1663.0,1663.0,0
2016-12-13,1663.0,1663.0,1663.0,1663.0,1663.0,0
2016-12-14,1663.0,1663.0,1663.0,1663.0,1663.0,0
2016-12-15,1663.0,1663.0,1663.0,1663.0,1663.0,0
2016-12-16,1663.0,1663.0,1663.0,1663.0,1663.0,0
2016-12-19,1663.0,1663.0,1663.0,1663.0,1663.0,0
2016-12-20,1663.0,1663.0,1663.0,1663.0,1663.0,0
2016-12-21,1663.0,1663.0,1663.0,1663.0,1663.0,0
2016-12-22,1663.0,1663.0,1663.0,1663.0,1663.0,0
2016-12-23,1663.0,1663.0,1663.0,1663.0,1663.0,0
2016-12-26,1663.0,1663.0,1663.0,1663.0,1663.0,0
2016-12-27,1663.0,1663.0,1663.0,1663.0,1663.0,0
2016-12-28,1663.0,1663.0,1663.0,1663.0,1663.0,0
2016-12-29,1663.0,1663.0,1663.0,1663.0,1663.0,0
2016-12-30,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-01-02,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-01-03,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-01-04,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-01-05,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-01-06,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-01-09,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-01-10,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-01-11,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-01-12,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-01-13,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-01-16,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-01-17,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-01-18,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-01-19,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-01-20,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-01-23,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-01-24,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-01-25,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-01-26,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-01-27,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-01-30,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-01-31,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-02-01,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-02-02,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-02-03,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-02-07,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-02-08,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-02-09,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-02-10,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-02-13,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-02-14,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-02-15,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-02-16,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-02-17,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-02-20,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-02-21,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-02-22,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-02-23,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-02-24,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-02-27,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-02-28,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-03-01,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-03-02,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-03-03,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-03-06,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-03-07,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-03-08,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-03-09,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-03-10,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-03-13,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-03-14,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-03-15,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-03-16,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-03-17,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-03-21,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-03-22,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-03-23,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-03-24,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-03-27,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-03-28,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-03-29,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-03-30,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-03-31,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-04-03,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-04-04,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-04-05,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-04-06,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-04-07,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-04-10,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-04-11,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-04-12,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-04-17,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-04-18,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-04-19,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-04-20,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-04-21,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-04-24,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-04-25,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-04-26,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-04-27,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-04-28,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-05-02,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-05-03,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-05-04,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-05-05,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-05-08,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-05-09,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-05-10,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-05-11,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-05-12,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-05-15,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-05-16,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-05-17,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-05-18,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-05-19,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-05-22,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-05-23,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-05-24,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-05-25,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-05-26,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-05-29,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-05-30,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-05-31,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-06-01,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-06-02,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-06-05,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-06-06,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-06-07,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-06-08,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-06-09,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-06-12,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-06-13,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-06-14,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-06-15,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-06-16,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-06-19,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-06-20,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-06-21,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-06-22,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-06-23,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-06-26,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-06-27,1663.0,1663.0,1663.0,1663.0,1663.0,0
2017-06-28,1663.0,1663.0,1663.0,1663.0,1663.0,0
